,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
8258,44.258,258.0840708619743,0.0,256.42880712328525,0.0,88.0434782608696,-1.655263738689035
8259,44.258,250.87782550203664,0.0,249.2225617633476,0.0,89.6739130434783,-1.655263738689035
8260,44.258,229.27515261333997,0.0,227.61988887465094,0.0,91.304347826087,-1.655263738689034
8261,44.258,227.91217161681283,0.0,226.2569078781238,0.0,92.93478260869568,-1.6552637386890332
8262,43.741,208.21614750038262,0.0,206.5608837616936,0.0,94.5652173913044,-1.655263738689035
8263,48.151,188.8535893160311,0.0,187.19832557734208,0.0,96.1956521739131,-1.655263738689035
8264,50.46,178.94043087275324,0.0,177.2851671340642,0.0,97.8260869565218,-1.655263738689035
8265,46.667,165.3222098342151,1.6885088218402151,165.35545491736627,0.0,99.4565217391305,-1.655263738689035
8266,45.451,148.72651489304144,42.383382706492476,189.4546338608449,0.0,101.08695652173921,-1.655263738689035
8267,45.451,132.20351430982126,73.72801374339363,204.27626431452586,0.0,102.71739130434791,-1.655263738689035
8268,45.763,129.7122156291207,79.46379435737059,207.52074624780226,0.0,104.3478260869566,-1.655263738689035
8269,46.548,134.75395444117365,79.19880415757926,212.29749486006386,0.0,105.9782608695653,-1.6552637386890354
8270,48.068,127.22325480976694,56.8014998739092,182.36949094498712,0.0,107.608695652174,-1.6552637386890354
8271,58.959,120.31977558224482,0.0,118.66451184355579,0.0,109.2391304347827,-1.655263738689035
8272,63.879,109.62796843124549,0.0,107.97270469255646,0.0,110.86956521739138,-1.6552637386890345
8273,63.879,105.74650671993267,0.0,104.09124298124364,0.0,112.50000000000007,-1.6552637386890345
8274,55.63,104.88133668435286,0.0,103.22607294566383,0.0,114.13043478260876,-1.6552637386890336
8275,49.974,99.65554058963383,0.0,98.0002768509448,0.0,115.76086956521746,-1.6552637386890336
8276,48.789,94.0138641143828,0.0,92.35860037569377,0.0,117.39130434782615,-1.655263738689034
8277,48.737,89.40903173941473,0.0,87.7537680007257,0.0,119.02173913043484,-1.6552637386890345
8278,47.634,84.06485291707072,0.0,82.4095891783817,0.0,120.65217391304355,-1.655263738689035
8279,44.611,81.29257120085063,0.0,79.6373074621616,0.0,122.28260869565224,-1.655263738689035
8280,60.891,76.4852180607085,0.0,74.82995432201947,0.0,123.91304347826093,-1.6552637386890345
8281,60.891,69.4364031868689,0.0,67.78113944817987,0.0,125.54347826086962,-1.6552637386890345
8282,60.891,58.889457206715804,0.0,57.23419346802677,0.0,127.17391304347834,-1.655263738689035
8283,60.891,51.512245513068805,0.0,49.85698177437977,0.0,128.80434782608702,-1.6552637386890345
8284,60.891,49.188500300860504,0.0,47.53323656217147,0.0,130.4347826086957,-1.655263738689034
8285,53.568,44.68846358744674,0.0,43.033199848757704,0.0,132.0652173913044,-1.6552637386890345
8286,46.64,44.02479100082654,0.0,42.3695272621375,0.0,133.69565217391312,-1.6552637386890345
8287,56.714,41.80910778731684,0.0,40.1538440486278,0.0,135.3260869565218,-1.6552637386890345
8288,89.111,41.47689283038559,0.0,39.82162909169655,0.0,136.9565217391305,-1.6552637386890343
8289,55.536,39.64869034256931,1.7165794310251066,39.71000603490538,0.0,138.58695652173918,-1.655263738689034
8290,55.536,29.735463632017318,35.04338199652939,63.12358188985767,0.0,140.21739130434787,-1.6552637386890334
8291,55.536,27.63871431637668,66.26313944147788,92.24659001916552,0.0,141.84782608695656,-1.6552637386890334
8292,57.972,23.917454978789056,75.06403674911256,97.32622798921258,0.0,143.47826086956525,-1.6552637386890332
8293,62.816,14.466395022925083,77.06804082198431,89.87917210622037,0.0,145.10869565217394,-1.6552637386890332
8294,75.885,9.770036643761921,53.52299493781343,61.63776784288632,0.0,146.73913043478262,-1.655263738689033
8295,88.685,8.161197489532968,0.0,6.505933750843935,0.0,148.3695652173913,-1.655263738689033
8296,88.685,8.143513822519138,0.0,8.143513822519138,0.0,150.0,0.0
8297,88.685,7.168978244396621,0.0,7.168978244396621,0.0,150.0,0.0
8298,88.685,4.698045625871561,0.0,4.698045625871561,0.0,150.0,0.0
8299,88.685,1.2928314263916878,0.0,1.2928314263916878,0.0,150.0,0.0
8300,88.685,0.0,0.0,0.0,0.0,150.0,0.0
8301,88.685,0.0,0.0,0.0,0.0,150.0,0.0
8302,86.583,0.0,0.0,0.0,0.0,150.0,0.0
8303,81.388,0.0,0.0,0.0,0.0,150.0,0.0
8304,87.61,0.0,0.0,0.0,0.0,150.0,0.0
8305,87.61,0.0,0.0,0.0,0.0,150.0,0.0
8306,87.61,0.0,0.0,0.0,0.0,150.0,0.0
8307,88.264,0.0,0.0,0.0,0.0,150.0,0.0
8308,88.264,0.0,0.0,0.0,0.0,150.0,0.0
8309,91.058,0.0,0.0,0.0,0.0,150.0,0.0
8310,102.341,0.0,0.0,0.0,0.0,150.0,0.0
8311,127.606,1.4096655847555781,0.0,50.65966558475558,0.0,150.0,49.25
8312,107.894,7.117726023976555,0.0,0.7725483590019353,0.0,100.0,-6.34517766497462
8313,95.931,12.632582332152642,1.3980990170464753,7.685503684224497,0.0,106.25,-6.34517766497462
8314,89.768,18.98812596644539,27.216109668521455,39.859057969992236,0.0,112.5,-6.345177664974617
8315,85.088,23.86666658369972,55.41286824733589,72.93435716606098,0.0,118.75,-6.345177664974621
8316,85.088,26.819366082801935,77.08748305620581,97.56167147403313,0.0,125.0,-6.345177664974617
8317,87.61,27.499005363194613,77.66804304864509,98.82187074686507,0.0,131.25,-6.345177664974621
8318,95.047,28.750481534889,55.22964795878886,77.63495182870325,0.0,137.5,-6.345177664974614
8319,117.825,31.290472172246208,0.0,24.945294507271594,0.0,143.75,-6.345177664974614
8320,126.699,33.78557840592498,0.0,83.03557840592498,0.0,150.0,49.25
8321,126.649,41.07742250310697,0.0,90.32742250310697,0.0,100.0,49.25
8322,118.521,51.41595517131472,0.0,85.89095517131476,0.0,50.0,34.47500000000004
8323,115.792,57.12781010766145,0.0,57.12781010766145,0.0,14.999999999999972,0.0
8324,104.19,58.67458631398114,0.0,53.598444182001444,0.0,14.999999999999972,-5.076142131979697
8325,95.255,62.418578184751716,0.0,57.342436052772015,0.0,19.999999999999975,-5.076142131979697
8326,87.61,74.0869273930274,0.0,69.0107852610477,0.0,24.999999999999986,-5.076142131979697
8327,87.61,84.49705122203095,0.0,79.42090909005125,0.0,29.999999999999986,-5.076142131979697
8328,74.176,90.40001479781387,0.0,85.32387266583417,0.0,34.999999999999986,-5.076142131979697
8329,74.176,90.41129548541309,0.0,85.3351533534334,0.0,39.999999999999986,-5.076142131979697
8330,74.176,89.14166415791239,0.0,84.0655220259327,0.0,44.999999999999986,-5.076142131979697
8331,74.176,87.64308762291564,0.0,82.56694549093595,0.0,49.99999999999997,-5.076142131979697
8332,74.176,85.20099105149474,0.0,80.12484891951505,0.0,54.999999999999964,-5.076142131979696
8333,74.754,88.50176362252229,0.0,83.4256214905426,0.0,59.99999999999997,-5.076142131979696
8334,94.376,91.48459686753704,0.0,86.40845473555734,0.0,64.99999999999996,-5.076142131979696
8335,98.197,94.93680242230205,0.0,89.86066029032236,0.0,69.99999999999994,-5.076142131979697
8336,95.812,99.53602291068084,0.0,94.45988077870115,0.0,74.99999999999994,-5.076142131979697
8337,90.095,108.41554076204031,1.3228226412615274,104.66222127132214,0.0,79.99999999999994,-5.076142131979699
8338,73.519,109.70300532277658,28.787720947086747,133.41458413788362,0.0,84.99999999999994,-5.076142131979701
8339,71.439,109.3364154092566,50.780165292129944,155.04043856940683,0.0,89.99999999999996,-5.076142131979701
8340,71.439,97.18929148985237,53.800751185714134,145.91390054358678,0.0,94.99999999999996,-5.076142131979701
8341,75.123,95.56895785721892,47.74378710206428,138.2366028273035,0.0,99.99999999999997,-5.076142131979701
8342,86.666,104.66249228446739,44.50632940538345,144.09267955787112,0.0,104.99999999999996,-5.076142131979701
8343,106.186,105.44779057301822,0.0,100.37164844103853,0.0,109.99999999999997,-5.076142131979701
8344,107.874,110.73744376321186,0.0,159.98744376321184,0.0,114.99999999999997,49.25
8345,107.874,115.3223028021694,0.0,164.57230280216942,0.0,64.99999999999997,49.25
8346,106.694,104.8927198227606,0.0,100.54174085249228,0.0,14.999999999999972,-4.350978970268314
8347,93.214,103.73966157658592,0.0,99.3886826063176,0.0,19.28571428571426,-4.350978970268313
