,longitude,latitude,altitude,clearance [m],sp [W/m2],p_rated [MW],Nwt,wind_MW_per_km2 [MW/km2],solar_MW [MW],surface_tilt [deg],surface_azimuth [deg],DC_AC_ratio,b_P [MW],b_E_h [h],cost_of_battery_P_fluct_in_peak_price_ratio,NPV_over_CAPEX,NPV [MEuro],IRR,LCOE [Euro/MWh],Revenues [MEuro],CAPEX [MEuro],OPEX [MEuro],Wind CAPEX [MEuro],Wind OPEX [MEuro],PV CAPEX [MEuro],PV OPEX [MEuro],Batt CAPEX [MEuro],Batt OPEX [MEuro],Shared CAPEX [MEuro],Shared OPEX [MEuro],penalty lifetime [MEuro],Mean Annual Electricity Sold [GWh],GUF,grid [MW],wind [MW],solar [MW],Battery Energy [MWh],Battery Power [MW],Total curtailment [GWh],Total curtailment with deg [GWh],Awpp [km2],Apvp [km2],Plant area [km2],Rotor diam [m],Hub height [m],Number of batteries used in lifetime,Break-even PPA price [Euro/MWh],Capacity factor wind [-],AEP [GWh],AEP with degradation [GWh]
0,8.594398,56.227322,85.0,10,350,5,70,7,100,50,180,1.5,50,3,10,0.2069517978148781,79.07974605771798,0.07757550456189288,47.46364627381301,27.17060557475489,382.11673874153126,6.0401028663224245,267.50640180250053,5.365102866322424,33.5,0.675,15.12833693903076,0.0,65.982,0.0,0.0,733.507250948111,0.27911234815377134,300.0,350.0,100.0,150.0,50.0,337.66072187881076,152.5807928214507,50.0,1.226,50.0,134.86710626894708,77.43355313447354,2.0,31.51329989815184,0.2019312468111089,849.7982872151294,740.1477149185183
