,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
2023-01-02 01:00:00,1.5320746331572044,3.688400876441986,4.318674811815829,4.7905040283636735,5.291756417969503,216.04142483849705,219.21631858822707,222.4562423783642,224.0768225538248,225.94437542391023,282.75413357397326,0.0,0.0,0.0,52.93
2023-01-02 02:00:00,0.8791038461337027,2.707964942839597,3.313214048033016,3.7705838121730046,4.243880667220435,230.8514482010913,233.1180153770904,235.4346613069342,231.4047389590052,232.5652202421956,282.56869338272537,0.0,0.0,0.0,44.16
2023-01-02 03:00:00,2.33681473769467,3.770425879253101,4.11527886684484,4.231317236552067,4.500168680892108,281.6890201916543,280.6718149736376,279.6369299825863,273.7710860235852,272.36298738687844,282.15333531653084,0.0,0.0,0.0,50.08
2023-01-02 04:00:00,4.147791962819538,6.105246271337292,6.553382207634454,6.714880023987127,6.781085266262995,309.354232917735,313.2947618791227,317.31522876686097,315.61546360242045,315.71315059832654,281.93459724628013,0.0,0.0,0.0,77.09
2023-01-02 05:00:00,3.303248971135721,5.538783602033212,6.084871808913743,6.170720562924895,6.351983096869236,320.90418394180955,325.838125012774,330.87484970786335,326.55560402771937,324.8089995403517,281.83339850276855,0.0,0.0,0.0,105.08
2023-01-02 06:00:00,2.2583939357679266,3.798286213523733,4.175888532971813,4.619921744501195,5.071186668371658,288.93139546577606,293.8051356883376,298.7804876615832,295.9180306754294,294.2607101171542,281.81379745887136,0.0,0.0,0.0,140.64
2023-01-02 07:00:00,3.917769743082598,5.959051219122228,6.433230011555136,6.824665185355635,7.160689866406618,250.25016223471624,253.77811025580496,257.37455928406445,258.86407756016257,260.3462115967177,281.8652480098735,0.0,0.0,0.0,162.44
2023-01-02 08:00:00,5.796668970715198,8.792883532535006,9.48804178350927,9.913354470068226,10.154478791347,242.0514304230978,243.32238883927712,244.6237077280628,246.13182648826088,247.36531861372853,281.8732532704962,0.0,0.0,0.0,180.0
2023-01-02 09:00:00,5.775793982656245,9.075575692501474,9.856754651275374,10.412363544239938,10.77496454372731,240.48221469645583,241.7820196920924,243.11342804055872,244.83511620373488,246.4014615314337,281.8073888308916,11.723228479700149,0.0,11.723228479700149,145.61
2023-01-02 10:00:00,5.976242123512174,9.115091584382762,9.848959828773578,10.385008015043278,10.789283343349217,247.7126552836893,248.62601885938133,249.55787604277376,250.3869502327005,251.69402717614992,282.2595365389232,41.57022768142249,0.0,41.57022768142249,143.35
2023-01-02 11:00:00,6.148308908804975,9.271676141912488,9.99743721216572,10.551349822715888,10.88815459322618,253.57958389734225,254.4334612348232,255.3048671640889,255.90538888235653,256.95416915848534,282.23882700499547,96.529183800813,30.06974032795564,89.40710155479414,144.38
2023-01-02 12:00:00,5.634086227977984,8.472145878832144,9.1292363267045,9.620383619100703,9.83300687958832,255.8165490280424,256.9017909405345,258.00443929305646,259.1410878168323,260.1121697318957,281.98029324264706,167.06002020065898,334.74511953892613,84.20124319404405,143.76
2023-01-02 13:00:00,5.610068704134299,7.922004188035579,8.441517544334506,8.80067716683649,9.00758905049787,261.4966072453501,262.37527326116384,263.2715375328873,264.2350477224837,265.214849118608,281.7465720367736,85.8894108689264,20.344887783941004,81.4084404544002,148.2
2023-01-02 14:00:00,5.858945393525804,8.146824681202364,8.658785745118186,9.02143335134314,9.16339863595091,268.54788083272456,269.20769647856145,269.8809090188626,270.30140004015874,270.94837692984976,281.4830819988676,68.48105828004654,66.83841588331275,57.995531935581816,155.34
2023-01-02 15:00:00,6.176920122733367,8.304708555949333,8.773829089540198,9.117428784778188,9.241993735440158,276.1555625807532,276.6124119104816,277.07268234865955,277.2209208880904,277.46345209993603,281.1293162917526,39.93505786463948,265.6424575380998,23.53676712284044,164.0
2023-01-02 16:00:00,6.217463695040832,8.179402245786495,8.607426529134916,8.905881629482922,9.019117098821347,280.62840692093016,280.9458472839032,281.2683357518096,281.394182903061,281.4641635450529,280.7407873945673,5.188055259826593,0.0,5.188055259826593,185.68
2023-01-02 17:00:00,6.107766059027777,7.91655391638186,8.310206639800485,8.591040294299233,8.698725862928207,280.2006624831958,280.473954466804,280.7523077451584,280.9219229387107,280.9914910378686,280.42049215552373,0.0,0.0,0.0,174.74
2023-01-02 18:00:00,6.129677268469616,7.825639857500975,8.192779487959648,8.446487089795719,8.543314411154256,279.2814371054838,279.45781273786065,279.6398061201845,279.76456369399864,279.8626944032302,280.24356483918933,0.0,0.0,0.0,169.9
2023-01-02 19:00:00,6.021024272601416,7.702647141446381,8.06686925404985,8.306125093916865,8.393785783258688,278.68641946655254,278.7973649573632,278.91456623261433,278.98178576011014,279.0430515770021,280.2567821626045,0.0,0.0,0.0,153.0
2023-01-02 20:00:00,5.906698086646449,7.575587241224487,7.937286516418084,8.167984103316918,8.247336987079338,277.3205316411294,277.43216526540454,277.5439157008235,277.5453794141942,277.5735840019663,280.2872680702883,0.0,0.0,0.0,141.67
2023-01-02 21:00:00,5.769851340460028,7.386594527008392,7.73640595106552,7.981959175352815,8.058700203676182,274.50926866672154,274.5651820502702,274.6264293855061,274.47568535880094,274.4771884047982,280.2967934140423,0.0,0.0,0.0,134.91
2023-01-02 22:00:00,5.86979029735104,7.7096551546772,8.112269319599077,8.40443231522189,8.488047820701029,271.9621867991744,272.1595178144374,272.35733268567816,272.37516161227234,272.1993764290044,280.8668349527836,0.0,0.0,0.0,124.22
2023-01-02 23:00:00,5.860165566779809,7.687339359420282,8.08496342288052,8.404232010566478,8.492172969482676,267.4619966714856,267.7542168656963,268.0469861386305,268.2774548249866,268.18336567590643,280.81370043667226,0.0,0.0,0.0,130.01
2023-01-03 00:00:00,5.556229066894973,7.214815051647357,7.5755152478899,7.889292300823298,7.975404068854196,263.2756389647257,263.5208874697827,263.7692768082262,264.0711868172068,263.9995244584493,280.80739462608034,0.0,0.0,0.0,120.0
2023-01-03 01:00:00,5.24357949538186,6.81531394415929,7.156825031738831,7.449151231599427,7.5230270540425295,259.4197934886997,259.6937158499954,259.96953830479293,260.2398949422626,260.2267275134485,280.8140314498471,0.0,0.0,0.0,118.76
2023-01-03 02:00:00,4.817360729744932,6.173704842818762,6.466816755561041,6.766601712972766,6.838225120459307,255.09688840819427,255.5124514185474,255.94161262719237,256.4871564137428,256.57787233533514,280.86846170597664,0.0,0.0,0.0,115.0
2023-01-03 03:00:00,4.146698154845958,5.139328767436695,5.351875239961,5.574126019954453,5.641077000984208,245.9440261920247,246.6577861295696,247.3812300746088,248.5325392102718,248.80938599403495,280.91090489350586,0.0,0.0,0.0,113.63
2023-01-03 04:00:00,3.793745645671986,4.726032624706595,4.924497860637706,5.0936387642671015,5.134255307533038,222.2457569853181,223.35545401486488,224.48647052250064,226.7508166671657,227.4049325238676,280.84276987004336,0.0,0.0,0.0,116.27
2023-01-03 05:00:00,4.572022679668883,5.904491609458715,6.193302730995798,6.55800862828618,6.524932514919013,197.02185481294117,198.13810813464417,199.2723513361953,202.00816011763573,203.0922337784761,280.59879384882714,0.0,0.0,0.0,138.92
2023-01-03 06:00:00,5.244525566202879,6.847126300615996,7.197343598434962,7.859504519801741,7.785546034249446,182.19788421619475,183.59544097506765,185.0246318187752,188.81466209372985,190.4321856066482,280.27168712772885,0.0,0.0,0.0,159.92
2023-01-03 07:00:00,5.765085560500064,7.676113382304217,8.09503707380206,9.133553730585504,9.041361355645376,171.38819920657306,172.86915350734293,174.3781687790412,178.38539182402317,181.0387749078139,279.9717129728191,0.0,0.0,0.0,169.17
2023-01-03 08:00:00,6.184369109475819,8.415996154562407,8.911722841980188,10.083869056237784,10.237766498371125,175.8834519817795,177.12938675687892,178.39715269787249,181.31540185224284,184.8718253638491,279.88706162309086,0.0,0.0,0.0,171.18
2023-01-03 09:00:00,7.3199158430637565,9.099723387651258,9.48068932429708,9.771193327343248,9.90854824959658,179.33520644597735,180.00565798318712,180.68609556425477,180.7302546194287,185.2674545401712,280.1378931044658,23.713162671360063,0.0,23.713162671360063,168.57
2023-01-03 10:00:00,8.085683725582156,10.38444237653366,10.882285267845171,10.995261579575525,11.03953807940944,186.152828289492,186.88761528573568,187.6368720731043,185.37248414602408,189.52400492130204,280.18583579554627,70.98019437821522,12.917424818230003,68.52616884112979,169.49
2023-01-03 11:00:00,8.331801191608124,11.328694533056844,11.99318537514379,12.178612745052424,12.340746684823555,196.2096593704663,196.60223792859955,196.9965010940768,195.32302733489092,198.640046488661,280.8221482623068,92.4780657907061,18.02401120386293,88.1847981037215,164.5
2023-01-03 12:00:00,8.200588100021566,12.003047206633594,12.87212760098225,13.255148088246392,13.572985636661215,199.3848689658909,200.0156568016969,200.6549173495615,199.73138847860216,203.08645843949375,281.2739800873405,92.91153628775136,9.087089650919769,90.64722664989335,160.91
2023-01-03 13:00:00,7.47859742969324,11.95870969966822,13.026790701318829,14.2871045113926,14.677288799548558,197.7099728537704,199.16233063116096,200.6427812549105,201.93717834581096,205.15891990444143,281.46797918683376,87.06566887619972,21.372544508571565,82.31720114820747,163.06
2023-01-03 14:00:00,7.141602476399104,12.278262595761063,13.55030036499208,15.058018228261774,15.48735385218828,193.85239108300547,195.7884514578747,197.75670260592588,199.436221175622,202.55684943130112,281.5595540998242,58.07675189902794,11.075506059901768,56.315418145486376,166.79
2023-01-03 15:00:00,7.605720770003383,12.965270935265984,14.28601765698414,15.733304635744256,16.291907842723084,192.58177067932155,194.37205125390815,196.19805016951,197.8099666875301,200.7034629686043,281.818390689782,38.96694839190067,248.72652695052065,23.0379719009443,166.57
2023-01-03 16:00:00,7.538471349573729,13.368193050027312,14.833113674116376,16.205345276006756,16.818250373712324,190.74668163211808,192.3907456317696,194.063527576878,195.55431693878347,198.22036191800743,282.08594417962644,5.127881321334708,0.0,5.127881321334708,170.82
2023-01-03 17:00:00,8.551920679422755,13.963045362744248,15.268758104189322,16.667921571403323,17.31141444440046,193.03653797193124,194.3089136720968,195.60214837185416,196.69757492244864,198.84982460051432,282.30957008456244,0.0,0.0,0.0,168.95
2023-01-03 18:00:00,8.917499644423,14.629285629339414,16.00939699533123,17.421687544153095,18.08993765447176,193.4234500290869,194.5721131339479,195.7493459041652,196.82521878037653,198.8367450270648,282.60695934423967,0.0,0.0,0.0,160.99
2023-01-03 19:00:00,9.477604568959023,15.483164715660084,16.930883775180757,18.354827259280967,19.060001977148804,194.04434288527204,195.2022036995911,196.382790591012,197.47281231758552,199.4165756480913,282.65570582046,0.0,0.0,0.0,149.62
2023-01-03 20:00:00,9.848273231581176,16.042624342637087,17.534361662980483,18.9131419393876,19.67097547681888,193.3436657995926,194.46813938485292,195.6155980613956,196.7831195573712,198.56053384037483,282.6572765035477,0.0,0.0,0.0,130.63
2023-01-03 21:00:00,9.913905404100056,16.38733325227297,17.95910110881216,19.34591507628173,20.190848669513613,194.21678812640505,195.30818232116425,196.42244961282623,197.58009059395852,199.1887320217206,282.5643322766178,0.0,0.0,0.0,114.42
2023-01-03 22:00:00,10.708000668335991,17.529292617833462,19.176532875623767,20.63983157556109,21.55917386551895,196.2050124904821,197.3172951769619,198.45877520820773,199.74876360489003,201.248050072423,282.7060546260826,0.0,0.0,0.0,92.48
2023-01-03 23:00:00,10.914186351373957,18.20480420472361,19.980654700642415,21.463748097485333,22.46548340213956,198.6488935499248,199.59312627686876,200.55159630424583,201.72829306238032,202.9458724698245,282.86188972175034,0.0,0.0,0.0,80.07
2023-01-04 00:00:00,11.146207741490436,18.690771504909502,20.53420120545601,21.964058451593974,22.998954623483858,200.84648751710893,201.7293453229962,202.628970171217,203.58912135200865,204.65755742069248,282.78855732061413,0.0,0.0,0.0,68.44
2023-01-04 01:00:00,11.147950761214792,18.783946335832116,20.6554067621588,22.022431283359857,23.136264590128377,210.81138606748723,211.9327299942981,213.0780002062008,214.1185574516751,215.4554844970856,282.8607069977408,0.0,0.0,0.0,37.92
2023-01-04 02:00:00,10.885755780258773,18.50435533928417,20.376992530772963,21.76502855309702,22.88799720644036,222.8155088722332,223.84190403942213,224.8944976935299,226.39525897769772,227.6048570437163,283.4451867033759,0.0,0.0,0.0,0.0
2023-01-04 03:00:00,10.961666671276287,18.576403188970605,20.446962784616836,21.747490929016475,22.85565826549427,225.7677942948876,226.67129667224648,227.5900780520271,228.7042675548493,229.75487072716464,283.7234858924064,0.0,0.0,0.0,0.0
2023-01-04 04:00:00,10.88600527579991,18.480193628362244,20.34797066109574,21.603305589495594,22.72592590064885,226.324086966022,227.21697119222117,228.13237830114363,229.24159021355047,230.27846117592415,283.67557281832615,0.0,0.0,0.0,6.33
2023-01-04 05:00:00,10.67039272290275,18.12884377221502,19.9638532994756,21.16439255273654,22.29001968240832,225.9829607576581,226.88419914026397,227.79820496554933,228.93594482962556,229.96540714705225,283.62538273966027,0.0,0.0,0.0,54.9
2023-01-04 06:00:00,10.77515207280842,18.178403342878457,19.992760381243123,21.190572921515567,22.322974736822065,226.6248321932912,227.48724648250757,228.37456213130773,229.48423102062992,230.49711686842093,283.6188400547298,0.0,0.0,0.0,85.32
2023-01-04 07:00:00,10.73372591144983,18.11110290093372,19.918640692889134,21.107734029567908,22.257640061827768,228.7589758089291,229.55328366066715,230.3661183921449,231.46465798751004,232.3968883791809,283.7191270696085,0.0,0.0,0.0,150.0
2023-01-04 08:00:00,10.475217309157832,17.72819910557664,19.50777289625164,20.685126730733465,21.82562311164565,230.62768307311936,231.47653705803413,232.3457451493288,233.51604544160784,234.53026843654143,283.82927716394954,0.0,0.0,0.0,146.0
2023-01-04 09:00:00,10.133207055594657,17.236359440711105,18.983718387953225,20.14626711968449,21.278463152105918,233.00931434184687,233.93816328667535,234.8909870183936,236.27694260199576,237.47387661394905,283.9924407090668,6.82156809921603,0.0,6.82156809921603,131.19
2023-01-04 10:00:00,9.817157840380297,16.65603535284711,18.33735159461709,19.425723480361015,20.44321485329022,236.45566383406583,237.37539997755724,238.3157313979874,239.76288531367936,240.9865418074105,284.13519379191496,47.01177614622022,0.0,47.01177614622022,130.53
2023-01-04 11:00:00,9.709678371793608,16.311919519735884,17.92731008039781,18.934896772899947,19.9049237376197,237.72864563842597,238.65394016102476,239.60185986290043,240.8424429790805,242.0198720401709,284.09776367288816,98.91224482104388,33.196191189739,90.9561463717354,127.87
2023-01-04 12:00:00,9.583922139142228,16.10429165001686,17.701167455363272,18.703004904516245,19.6469290033314,241.46523142022812,242.56824763480688,243.6936970313507,245.23121790757625,246.6098090490418,284.02321153885674,81.35732107600663,0.0,81.35732107600663,119.08
2023-01-04 13:00:00,9.398766175831904,15.703194738204813,17.241463452406904,18.204428357354068,19.12303418932449,244.25191399753535,245.37969660841983,246.53481509887808,248.04714649713492,249.41930097435144,284.0455165256684,96.94371013409736,49.2251143174561,85.90643620384417,116.55
2023-01-04 14:00:00,9.206009200463631,15.381700621914838,16.888000829073324,17.80072572591387,18.69024493557543,241.8062052241939,242.96694999806533,244.1455381983448,245.6486052496774,247.02431389934225,284.0376942042718,93.59872997760245,231.32845446134624,56.28712194658757,127.99
2023-01-04 15:00:00,9.40454672683278,15.630871092104147,17.14554653199958,18.07766012191184,18.97727513774408,241.9570866946093,243.0305863021723,244.127689168271,245.55139847209404,246.81383582434148,283.9643459012692,56.19086362734913,536.9101144948713,20.508722304722788,131.25
2023-01-04 16:00:00,9.515481347715816,15.81522679632304,17.34729989922012,18.27338206401578,19.17820757039621,243.72210421791652,244.6733078415399,245.6449957947944,247.0764531603193,248.2749375615974,283.85145788584464,6.451991038109254,0.0,6.451991038109254,150.2
2023-01-04 17:00:00,9.5016356729788,15.762363037171912,17.284383384581638,18.247890784163037,19.11467066789096,247.0471415847508,247.91689175555672,248.79957196548256,250.13573655562809,251.33433910000088,283.8111050278858,0.0,0.0,0.0,137.5
2023-01-04 18:00:00,9.5441346336209,15.721738909716969,17.217084388960227,18.21077134904164,19.06506935257885,250.6007454446184,251.4356548659586,252.28355552843388,253.65028223742377,254.83725867257223,283.71223788072604,0.0,0.0,0.0,129.49
2023-01-04 19:00:00,9.408546342699418,15.412295010143302,16.862363092943987,17.852133456681784,18.67147784112291,255.0468705770168,255.93425571866,256.8432256333247,258.16218781130505,259.3851403797619,283.7006504178551,0.0,0.0,0.0,122.4
2023-01-04 20:00:00,9.174037315815092,15.053171933280554,16.475087154472632,17.44174338456483,18.209595837095023,257.7065395624976,258.6269176474495,259.56582977372153,260.91323097279,262.1055671611569,283.67545298898415,0.0,0.0,0.0,129.39
2023-01-04 21:00:00,9.066450648515996,14.768241798249042,16.141003964789913,17.104924613737843,17.822273063531203,259.2842411271852,260.1918887173836,261.1190752075102,262.36508007617977,263.5619622286015,283.615917576434,0.0,0.0,0.0,108.96
2023-01-04 22:00:00,8.71171179695104,14.307058803649015,15.66019749872516,16.650237436004794,17.3384523049749,264.7283750200085,265.9007036595585,267.0923345214914,268.59126827587806,270.0297135507124,283.6075974361302,0.0,0.0,0.0,106.0
2023-01-04 23:00:00,8.493220570102586,13.745368424927143,15.005019294279002,15.958512043047689,16.6098448176175,266.7382900736908,267.78019432869746,268.84485118647365,270.256211555429,271.63033191082394,283.4418736715748,0.0,0.0,0.0,5.4
2023-01-05 00:00:00,8.179002599792518,13.27748697475556,14.503852166290118,15.406536762348606,16.00684841119344,263.76986560596487,264.9280476290503,266.10479873276813,267.7138943151758,269.21060949208567,283.23833310359254,0.0,0.0,0.0,3.63
2023-01-05 01:00:00,8.634404938218001,13.90613003712594,15.170305987245808,16.169121440468807,16.77760737371004,263.2635590615589,264.181985618804,265.1168208074441,266.4597399489187,267.85367252594324,282.9825644032944,0.0,0.0,0.0,4.9
2023-01-05 02:00:00,8.605107312075605,13.757530242439616,14.988755224761867,15.991584987090528,16.587149376071288,263.3782029148435,264.2689773390963,265.1750602362359,266.27324062724057,267.66058493885896,282.8804775062674,0.0,0.0,0.0,0.0
2023-01-05 03:00:00,8.514819359151815,13.44536843639873,14.615362769639036,15.59839753756508,16.175797122397114,267.3804628999014,268.23823010588933,269.1127688704115,270.24927876713923,271.67403776873164,282.9147830757413,0.0,0.0,0.0,6.87
2023-01-05 04:00:00,8.23747667941055,13.058070580437152,14.20334018500786,15.131511343476657,15.665795127722417,272.21321285338337,273.112619145366,274.0293396774213,275.0521684063034,276.3746825893441,282.92851219203607,0.0,0.0,0.0,16.32
2023-01-05 05:00:00,7.951316811150255,12.689863914133111,13.81971030134717,14.794199813340372,15.34729678801762,274.2583085994283,275.22362249449145,276.2096273000104,277.2141978451463,278.3566358422916,282.8878838689372,0.0,0.0,0.0,67.8
2023-01-05 06:00:00,7.975208723140233,12.63205697197041,13.738374658769729,14.75839295776336,15.262332306381552,278.581861877077,279.3151072395105,280.06522727916706,280.92636186969713,281.84067405704,282.80981703230566,0.0,0.0,0.0,119.9
2023-01-05 07:00:00,7.5259091989244,11.921824648007618,12.96755746102109,13.880958743763951,14.369649169857007,279.2142563505432,280.07237260769045,280.9483513223552,281.87221648984126,282.88431094353984,282.7570267376814,0.0,0.0,0.0,179.0
2023-01-05 08:00:00,7.288676510818339,11.55543192151408,12.56937633365224,13.502777188979287,13.950875555258376,278.1611664041153,279.07352055210407,280.0061498842461,281.0447215149969,282.2095688769737,282.7447134682062,0.0,0.0,0.0,171.04
2023-01-05 09:00:00,6.72337384574441,10.781166616479458,11.750947338945275,12.650097116166402,13.067553286419407,276.83258238905603,277.9400866186228,279.0647530227108,280.2509571715541,281.7408415064485,282.72658875857155,18.248229129240904,0.0,18.248229129240904,169.47
2023-01-05 10:00:00,5.276739560873598,8.785161032837678,9.6383530965675,10.43021875788228,10.677968400687757,271.8091034766302,273.9778422597285,276.19463291162504,278.43325200134365,280.5979259154614,282.6980993950676,49.98909264529465,0.0,49.98909264529465,154.0
2023-01-05 11:00:00,4.959012050180651,8.229968637801473,9.025185464525617,9.758784443089423,9.861971387858162,259.892236285542,262.4375370222402,265.03156712758187,267.9538383266854,270.1055666630984,282.6556084545697,96.62165388325997,25.186094756617155,90.54507958796404,146.0
2023-01-05 12:00:00,5.052611380686507,8.328629048108732,9.123581597950912,9.851873698638403,9.90251556804674,251.59159692272505,253.98798559100604,256.4327189269196,259.377814036518,261.19657868012024,282.5953436429638,68.53615769320668,0.0,68.53615769320668,145.1
2023-01-05 13:00:00,4.694822160635572,7.937387785653358,8.733653977619463,9.449199427938504,9.505495913834814,243.3791212683428,245.95670806261225,248.58631263263527,251.62145892805276,253.47552723640305,282.491087374885,78.75675931921363,0.0,78.75675931921363,151.03
2023-01-05 14:00:00,4.64834836462645,8.030218103310514,8.867754805688744,9.624624690078408,9.634793780508655,232.4277525258973,234.98032289943143,237.58316284969632,240.37746022441215,242.5074557186548,282.38701281137725,68.81173388022289,51.15508026128668,60.43934833371358,159.48
2023-01-05 15:00:00,4.955494294848649,8.486056147069053,9.35679485405545,10.23394137066886,10.328666561327536,222.8225495855981,225.12595552912848,227.4737950390132,229.91043521936825,232.0493218210267,282.32209917313384,36.30256388841466,166.9144288539541,24.789181108405216,172.73
2023-01-05 16:00:00,4.994422193236587,8.626231831411996,9.52631595203991,10.379467700776246,10.651815653240432,211.9869893764646,214.894188174228,217.86436467329656,220.33148672701336,223.1383084508197,282.3461274083119,3.0395940798816925,0.0,3.0395940798816925,222.1
2023-01-05 17:00:00,5.38006156670065,9.28997383235986,10.259311510239652,11.162695818567316,11.50647844960478,209.93744080875257,213.43803443880512,217.00768006628616,219.8865332377461,223.35452154771664,282.5818801708784,0.0,0.0,0.0,194.67
